x,y,z,ecm
3.100000000000000000e+02,9.000000000000000000e+01,0.000000000000000000e+00,1.612903225806451513e+00
3.300000000000000000e+02,9.000000000000000000e+01,0.000000000000000000e+00,1.290322580645161255e+00
3.500000000000000000e+02,9.000000000000000000e+01,0.000000000000000000e+00,1.290322580645161255e+00
3.700000000000000000e+02,9.000000000000000000e+01,0.000000000000000000e+00,1.290322580645161255e+00
3.900000000000000000e+02,9.000000000000000000e+01,0.000000000000000000e+00,9.677419354838709964e-01
4.100000000000000000e+02,9.000000000000000000e+01,0.000000000000000000e+00,1.935483870967741993e+00
4.300000000000000000e+02,9.000000000000000000e+01,0.000000000000000000e+00,2.580645161290322509e+00
4.500000000000000000e+02,9.000000000000000000e+01,0.000000000000000000e+00,1.290322580645161255e+00
4.700000000000000000e+02,9.000000000000000000e+01,0.000000000000000000e+00,1.612903225806451513e+00
4.900000000000000000e+02,9.000000000000000000e+01,0.000000000000000000e+00,1.290322580645161255e+00
-4.900000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
-4.700000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
-4.500000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,2.258064516129032029e+00
-4.300000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,1.935483870967741993e+00
-4.100000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,2.580645161290322509e+00
-3.900000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,1.935483870967741993e+00
-3.700000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
-3.500000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,6.451612903225806273e-01
-3.300000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,3.225806451612903136e-01
-3.100000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,6.451612903225806273e-01
-2.900000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
-2.700000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-2.500000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-2.300000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-2.100000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.900000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.700000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.500000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,3.225806451612903136e-01
-1.300000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,6.451612903225806273e-01
-1.100000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
-9.000000000000000000e+01,1.100000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
-7.000000000000000000e+01,1.100000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
-5.000000000000000000e+01,1.100000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
-3.000000000000000000e+01,1.100000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
-1.000000000000000000e+01,1.100000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
1.000000000000000000e+01,1.100000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
3.000000000000000000e+01,1.100000000000000000e+02,0.000000000000000000e+00,2.258064516129032029e+00
5.000000000000000000e+01,1.100000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
7.000000000000000000e+01,1.100000000000000000e+02,0.000000000000000000e+00,9.677419354838709964e-01
9.000000000000000000e+01,1.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,3.225806451612903136e-01
1.500000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
1.700000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,1.935483870967741993e+00
1.900000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
2.100000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
2.300000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
2.500000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
2.700000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,1.935483870967741993e+00
2.900000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,2.258064516129032029e+00
3.100000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
3.300000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
3.500000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,1.935483870967741993e+00
3.700000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
3.900000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
4.100000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,2.258064516129032029e+00
4.300000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,2.580645161290322509e+00
4.500000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,9.677419354838709964e-01
4.700000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
4.900000000000000000e+02,1.100000000000000000e+02,0.000000000000000000e+00,9.677419354838709964e-01
-4.900000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
-4.700000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
-4.500000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
-4.300000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
-4.100000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
-3.900000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
-3.700000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,6.451612903225806273e-01
-3.500000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,3.225806451612903136e-01
-3.300000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-3.100000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-2.900000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-2.700000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-2.500000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-2.300000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-2.100000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.900000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.700000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.500000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.300000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.100000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-9.000000000000000000e+01,1.300000000000000000e+02,0.000000000000000000e+00,3.225806451612903136e-01
-7.000000000000000000e+01,1.300000000000000000e+02,0.000000000000000000e+00,9.677419354838709964e-01
-5.000000000000000000e+01,1.300000000000000000e+02,0.000000000000000000e+00,2.258064516129032029e+00
-3.000000000000000000e+01,1.300000000000000000e+02,0.000000000000000000e+00,1.935483870967741993e+00
-1.000000000000000000e+01,1.300000000000000000e+02,0.000000000000000000e+00,1.935483870967741993e+00
1.000000000000000000e+01,1.300000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
3.000000000000000000e+01,1.300000000000000000e+02,0.000000000000000000e+00,2.258064516129032029e+00
5.000000000000000000e+01,1.300000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
7.000000000000000000e+01,1.300000000000000000e+02,0.000000000000000000e+00,3.225806451612903136e-01
9.000000000000000000e+01,1.300000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,9.677419354838709964e-01
1.500000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
1.700000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
1.900000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,1.935483870967741993e+00
2.100000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
2.300000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
2.500000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
2.700000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,2.258064516129032029e+00
2.900000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,1.935483870967741993e+00
3.100000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
3.300000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,9.677419354838709964e-01
3.500000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,9.677419354838709964e-01
3.700000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
3.900000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
4.100000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,9.677419354838709964e-01
4.300000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
4.500000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
4.700000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
4.900000000000000000e+02,1.300000000000000000e+02,0.000000000000000000e+00,6.451612903225806273e-01
-4.900000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
-4.700000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
-4.500000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
-4.300000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
-4.100000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
-3.900000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,9.677419354838709964e-01
-3.700000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-3.500000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-3.300000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-3.100000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-2.900000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-2.700000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-2.500000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-2.300000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-2.100000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.900000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.700000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.500000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.300000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.100000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,3.225806451612903136e-01
-9.000000000000000000e+01,1.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-7.000000000000000000e+01,1.500000000000000000e+02,0.000000000000000000e+00,6.451612903225806273e-01
-5.000000000000000000e+01,1.500000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
-3.000000000000000000e+01,1.500000000000000000e+02,0.000000000000000000e+00,1.935483870967741993e+00
-1.000000000000000000e+01,1.500000000000000000e+02,0.000000000000000000e+00,2.258064516129032029e+00
1.000000000000000000e+01,1.500000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
3.000000000000000000e+01,1.500000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
5.000000000000000000e+01,1.500000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
7.000000000000000000e+01,1.500000000000000000e+02,0.000000000000000000e+00,3.225806451612903136e-01
9.000000000000000000e+01,1.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,9.677419354838709964e-01
1.300000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
1.500000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,6.451612903225806273e-01
1.700000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
1.900000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
2.100000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
2.300000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
2.500000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
2.700000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,1.935483870967741993e+00
2.900000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,2.580645161290322509e+00
3.100000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,1.935483870967741993e+00
3.300000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,9.677419354838709964e-01
3.500000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,6.451612903225806273e-01
3.700000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
3.900000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
4.100000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,1.935483870967741993e+00
4.300000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
4.500000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,1.612903225806451513e+00
4.700000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
4.900000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,9.677419354838709964e-01
-4.900000000000000000e+02,1.700000000000000000e+02,0.000000000000000000e+00,1.290322580645161255e+00
